trade_id,counterparty_id,counterparty_name,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,trader_id
TRD001321,CP012,Lacroix,FR0000000047,2024-04-29,2024-05-01,DERIV,580717.82,24.2968,23901,24.2639,24.3111,24.2875,1308178,49.96,BB,1,Technology,69.1,TR019
TRD000235,CP016,Gros,FR0000000069,2024-06-18,2024-06-20,equity,15752669.32,616.4222,25555,614.78,617.7095,616.2448,4980413,33.38,,0,Healthcare,45.7,TR011
TRD002220,CP022,Gros Cohen SARL,FR0000000095,2024-05-27,2024-05-29,fx,59590.68,1.1966,49800,1.196383,1.197,1.1967,4086296,,BB,0,Energy,18.0,TR023
TRD003728,CP029,Le Goff,FR0000000060,2024-06-24,2024-06-26,FX,5583.46,1.3425,4159,1.339796,1.3444,1.3421,3934565,45.97,BBB,0,Technology,38.1,TR020
TRD001007,CP010,Allard,FR0000000124,2024-02-06,2024-02-08,bond,1732063.98,108.3217,15990,107.9378,108.3837,108.1608,4971160,,BBB,0,Financials,51.8,TR007
TRD005629,CP009,Dias Guillaume et Fils,FR0000000133,2024-04-02,2024-04-04,Bond,3878416.71,111.4872,34788,111.2896,111.5967,111.4432,329505,17.85,A,0,Utilities,52.3,TR022
TRD007611,CP006,Moulin,FR0000000049,2024-02-16,2024-02-19,Derivatives,10334.01,1.1698,8834,1.1685,1.1712,1.1699,3148177,58.92,BBB,0,Energy,24.4,TR018
TRD007965,CP039,Laroche Gilbert S.A.R.L.,FR0000000132,2024-02-14,2024-02-16,Derivatives,396369.15,17.3405,22858,17.3158,17.3839,17.3498,4436508,36.8,BBB,0,Utilities,74.7,TR006
TRD001841,CP001,Ruiz SA,FR0000000002,2024-03-12,2024-03-14,equity,8699398.69,318.7527,27292,318.34,319.1387,318.7393,608033,,B,0,Technology,18.8,TR014
TRD002403,CP010,Allard,FR0000000076,2024-07-01,2024-07-03,fx,5240.4,0.8588,6102,0.858266,0.8589,0.8586,439846,7.8,BBB,0,Financials,58.5,TR022
TRD005649,CP019,Pelletier et Fils,FR0000000027,2024-05-13,2024-05-15,bond,1833715.87,112.5877,16287,112.565,112.749,112.657,1472146,82.09,A,0,Real Estate,67.8,TR005
TRD006288,CP003,Breton,FR0000000001,2024-04-02,2024-04-04,fx,13271.14,1.2644,10496,1.260947,1.2648,1.2629,134456,13.21,A,0,Industrials,12.1,TR011
TRD002943,CP016,Gros,FR0000000028,2024-06-24,2024-06-26,Foreign Exchange,27830.54,0.8687,32037,0.868421,0.8714,0.8699,2259779,51.99,BB,0,Healthcare,38.6,TR012
TRD001849,CP043,Noël S.A.R.L.,FR0000000111,2024-02-06,2024-02-08,equity,6304132.98,147.4927,42742,147.34,147.8228,147.5814,765169,74.75,A,0,Healthcare,42.3,TR012
TRD007046,CP021,Bonnet SA,FR0000000038,2024-02-26,2024-02-28,Derivative,630404.31,35.3544,17831,35.3179,35.3817,35.3498,94940,6.53,BB,0,Financials,50.4,TR015
TRD007902,CP042,Marion S.A.R.L.,FR0000000028,2024-03-22,2024-03-25,BOND,4110827.12,103.1006,39872,102.6955,103.1473,102.9214,2189439,16.78,A,0,Consumer Discretionary,55.1,TR013
TRD006850,CP017,Bègue,FR0000000002,2024-02-12,2024-02-14,derivative,15267.43,2.3087,6613,2.3035,2.3127,2.3081,4559092,24.95,,0,Utilities,23.1,TR003
TRD000246,CP036,Chevalier Lamy et Fils,FR0000000139,2024-06-28,2024-07-01,Derivatives,858455.63,33.2104,25849,33.1996,33.2606,33.2301,3036852,50.74,BBB,0,Financials,74.8,TR001
TRD006363,CP006,Moulin,FR0000000037,2024-03-07,2024-03-11,DERIV,1168294.88,25.8398,45213,25.7401,25.8606,25.8004,1154087,8.52,BBB,0,Energy,23.8,TR021
TRD005608,CP038,Maréchal,FR0000000048,2024-04-22,2024-04-24,FI,3067868.02,108.6394,28239,108.4614,108.7027,108.582,3572487,16.13,AA,0,Technology,35.2,TR013
TRD003983,CP005,Duhamel,FR0000000145,2024-05-06,2024-05-08,bond,694256.24,98.9815,7014,98.9248,99.0504,98.9876,3098287,,BBB,0,Healthcare,66.5,TR020
TRD000980,CP032,Tessier,FR0000000013,2024-04-12,2024-04-15,equity,21044215.59,731.9218,28752,731.69,733.7425,732.7162,2753662,84.65,A,0,Technology,27.4,TR018
TRD002324,CP019,Pelletier et Fils,FR0000000084,2024-01-29,2024-01-31,OPT,1158347.46,24.5871,47112,24.5569,24.6628,24.6099,840944,23.99,A,0,Real Estate,73.0,TR024
TRD006108,CP015,Traore,FR0000000133,2024-06-25,2024-06-27,EQ,13317531.55,706.6503,18846,706.44,707.5881,707.014,2227366,44.29,BB,0,Financials,37.6,TR014
TRD001214,CP034,Fabre,FR0000000071,2024-06-18,2024-06-20,fx,32400.54,1.2653,25607,1.264184,1.2697,1.2669,4119690,33.25,CCC,0,Consumer Discretionary,26.5,TR016
TRD006957,CP034,Fabre,FR0000000145,2024-05-20,2024-05-22,derivative,862317.86,23.3906,36866,23.3558,23.4483,31.6574,4449110,36.73,CCC,0,Consumer Discretionary,18.4,TR004
TRD004569,CP047,Bernard S.A.,FR0000000120,2024-02-26,2024-02-28,Fixed Income,4457894.69,104.3759,42710,103.9514,104.4304,104.1909,2696711,39.54,B,0,Industrials,14.1,TR018
TRD002424,CP015,Traore,FR0000000027,2024-03-22,2024-03-25,fx,16295.33,0.826,19728,0.824586,0.8276,0.8261,1488583,24.3,,0,Financials,34.2,TR021
TRD008483,CP029,Le Goff,FR0000000057,2024-01-25,2024-01-29,derivative,46571.05,20.4259,2280,20.3805,20.4398,20.4102,4645031,83.23,,0,Technology,42.1,TR006
TRD003452,CP039,Laroche Gilbert S.A.R.L.,FR0000000024,2024-02-13,2024-02-15,Fixed Income,3586950.58,88.1878,40674,88.1439,88.2512,88.1976,490347,60.34,BBB,1,Utilities,69.5,TR005
TRD001384,CP020,Foucher,FR0000000136,2024-02-05,2024-02-07,derivative,231077.39,9.3637,24678,9.3569,9.3739,9.3654,4680377,59.59,,0,Industrials,36.4,TR020
TRD006606,CP004,Paul Bertin SARL,FR0000000112,2024-03-04,2024-03-06,Derivatives,251480.04,35.9514,6995,35.9108,36.068,35.9894,3278419,40.88,BB,0,Healthcare,15.7,TR018
TRD007288,CP034,Fabre,FR0000000053,2024-03-11,2024-03-13,bond,1184208.34,180.7107,12887,91.6868,92.0888,91.8878,859869,26.2,CCC,0,Consumer Discretionary,18.7,TR007
TRD004563,CP002,Maillot,FR0000000015,2024-06-28,2024-07-01,fx,48992.81,1.4152,34619,1.414003,1.4173,1.4157,1314364,36.38,,0,Financials,37.0,TR006
TRD008279,CP046,Boucher Charpentier SARL,FR0000000024,2024-02-15,2024-02-19,bond,3386295.15,89.4851,37842,89.2273,89.6423,89.4348,3930217,80.6,,1,Healthcare,10.9,TR012
TRD005588,CP020,Foucher,FR0000000113,2024-06-11,2024-06-13,fx,23851.49,0.8177,29169,0.817591,0.8187,0.8181,4857787,41.63,AAA,0,Industrials,40.2,TR014
TRD001372,CP003,Breton,FR0000000112,2024-06-07,2024-06-10,bond,5666339.07,114.6081,49441,114.5504,114.8114,114.6809,195009,47.18,A,1,Industrials,16.2,TR020
TRD004406,CP036,Chevalier Lamy et Fils,FR0000000060,2024-04-23,2024-04-25,Foreign Exchange,26537.41,0.9572,27724,0.956617,0.9573,0.957,1176464,63.79,BBB,0,Financials,66.9,TR005
TRD007747,CP024,Moreno Godard S.A.,FR0000000064,2024-01-15,2024-01-17,fx,6064.82,1.0985,5521,1.09504,1.1004,1.0977,1493609,30.61,BB,1,Consumer Discretionary,13.6,TR021
TRD000843,CP005,Duhamel,FR0000000145,2024-05-07,2024-05-09,Equity,13914022.18,286.5916,48550,286.49,286.7245,286.6073,1096027,53.99,BBB,0,Healthcare,67.2,TR009
TRD004020,CP022,Gros Cohen SARL,FR0000000118,2024-03-20,2024-03-22,Fixed Income,4124310.85,90.7519,45446,90.6141,90.9846,90.7994,188922,28.61,BB,0,Energy,20.8,TR001
TRD006969,CP045,Leclerc S.A.S.,FR0000000126,2024-03-12,2024-03-14,FX,41547.27,1.1084,37484,1.105184,1.1088,1.107,4420804,75.42,AA,0,Financials,19.9,TR010
TRD008676,CP025,Pereira,FR0000000075,2024-03-15,2024-03-18,derivative,8565.96,10.982,780,10.9501,10.9943,10.9722,478021,72.44,BBB,0,Industrials,54.5,TR009
TRD004246,CP017,Bègue,FR0000000025,2024-06-12,2024-06-14,bond,4595317.28,93.0245,49399,92.7347,93.1284,92.9316,4482986,,A,0,Utilities,18.2,TR016
TRD004565,CP032,Tessier,FR0000000088,2024-05-07,2024-05-09,equity,717505.29,82.939,8651,82.85,82.9698,82.9099,2353100,61.64,,0,Technology,26.0,TR005
TRD000938,CP003,Breton,FR0000000020,2024-04-29,2024-05-01,derivative,794941.35,18.9728,41899,18.9534,18.9754,18.9644,670727,,A,0,Industrials,11.2,TR011
TRD001949,CP043,Noël S.A.R.L.,FR0000000144,2024-04-18,2024-04-22,Equity,5880019.63,249.7566,23543,249.59,250.7244,250.1572,4027393,22.6,A,0,Healthcare,33.9,TR024
TRD003812,CP030,Marie,FR0000000033,2024-05-20,2024-05-22,Fixed Income,2177689.44,102.7212,21200,102.4869,102.9594,102.7232,97770,56.77,A,0,Technology,59.6,TR006
TRD003299,CP016,Gros,FR0000000117,2024-06-26,2024-06-28,equity,27516960.22,791.2857,34775,790.88,791.9162,791.3981,2676320,78.85,,0,Healthcare,40.2,TR001
TRD006940,CP033,Dupuy,FR0000000045,2024-03-04,2024-03-06,bond,3315196.46,92.0019,36034,91.8873,92.104,91.9956,1340474,35.31,CCC,1,Consumer Discretionary,9.1,TR021
TRD002632,CP038,Maréchal,FR0000000064,2024-03-15,2024-03-18,fx,5079.44,1.2178,4171,1.217295,1.2213,1.2193,2394113,61.86,AA,0,Technology,42.4,TR018
TRD000478,CP003,Breton,FR0000000109,2024-05-10,2024-05-13,fx,33886.39,1.139,29751,2.7922,1.1401,1.1378,3420959,44.62,A,0,Industrials,11.0,TR007
TRD003107,CP031,Lebon et Fils,FR0000000020,2024-05-01,2024-05-03,Fixed Income,632238.9,111.075,5692,111.0235,111.0939,111.0587,4048018,80.23,BBB,0,Utilities,43.6,TR009
TRD007422,CP018,Moreau SA,FR0000000047,2024-04-08,2024-04-10,derivative,890634.81,28.4348,31322,28.3592,28.5005,28.4299,364615,30.85,A,0,Healthcare,10.1,TR015
TRD005210,CP029,Le Goff,FR0000000088,2024-06-25,2024-06-27,derivative,1779488.7,41.6625,42712,41.5877,41.7636,41.6756,851233,,BBB,0,Technology,36.9,TR024
TRD004476,CP034,Fabre,FR0000000021,2024-05-23,2024-05-27,derivative,1355609.07,38.0618,35616,37.9934,38.1123,38.0528,1616871,80.01,,0,Consumer Discretionary,19.5,TR005
TRD007578,CP003,Breton,FR0000000069,2024-01-24,2024-01-26,fx,51976.33,1.1558,44970,1.154524,1.1572,1.1559,4134407,26.09,A,0,Industrials,19.2,TR006
TRD002353,CP019,Pelletier et Fils,FR0000000075,2024-05-20,2024-05-22,derivative,176172.73,27.8578,6324,27.8398,27.8662,27.853,3473439,44.18,,0,Real Estate,69.4,TR023
TRD001788,CP045,Leclerc S.A.S.,FR0000000062,2024-05-06,2024-05-08,bond,2568705.92,110.9736,23147,110.9163,111.2678,111.0921,625510,35.68,,0,Financials,27.5,TR018
TRD001412,CP028,Maurice,FR0000000111,2024-01-15,2024-01-17,Foreign Exchange,46586.01,1.0956,42521,1.095457,1.0965,1.096,1895720,36.44,B,0,Consumer Discretionary,13.9,TR010
TRD004297,CP038,Maréchal,FR0000000061,2024-05-20,2024-05-22,DERIV,677918.81,19.5225,34725,19.4823,19.5592,19.5207,3759578,7.43,AA,0,Technology,37.9,TR004
TRD001834,CP038,Maréchal,FR0000000136,2024-02-20,2024-02-22,derivative,1968718.36,47.049,41844,46.9828,47.0698,47.0263,4237990,17.93,AA,0,Technology,37.7,TR023
TRD005897,CP021,Bonnet SA,FR0000000006,2024-05-16,2024-05-20,EQ,10378447.6,540.1784,19213,539.62,540.9016,540.2608,3096463,83.16,BB,1,Financials,51.0,TR016
TRD004177,CP042,Marion S.A.R.L.,FR0000000002,2024-02-06,2024-02-08,equity,16911591.0,448.191,37733,447.97,449.5691,448.7695,4915226,,A,0,Consumer Discretionary,57.4,TR004
TRD003493,CP008,Dufour S.A.R.L.,FR0000000017,2024-04-16,2024-04-18,equity,6729390.87,596.683,11278,596.25,597.318,596.784,4048912,,BBB,0,Technology,39.3,TR008
TRD000027,CP047,Bernard S.A.,FR0000000130,2024-06-06,2024-06-10,fx,67623.21,1.3847,48836,1.381398,1.3855,1.3834,2336256,73.92,B,0,Industrials,18.0,TR017
TRD007975,CP023,Guillon Poulain et Fils,FR0000000084,2024-06-24,2024-06-26,Derivatives,13169.14,2.058,6399,2.0536,2.0598,2.0567,2751928,68.04,D,1,Utilities,36.2,TR017
TRD006617,CP007,Wagner SARL,FR0000000098,2024-03-25,2024-03-27,equity,3373343.18,120.0478,28100,119.93,120.3969,120.1635,1725548,,BBB,0,Technology,51.0,TR007
TRD006992,CP023,Guillon Poulain et Fils,FR0000000028,2024-03-08,2024-03-11,derivative,267889.57,8.4958,31532,8.4869,8.5066,8.4968,3370419,12.69,D,1,Utilities,39.5,TR009
TRD008578,CP027,Roussel,FR0000000104,2024-05-30,2024-06-03,equity,7933494.31,727.0431,10912,726.43,727.8951,727.1626,2583870,46.31,BBB,0,Healthcare,69.8,TR004
TRD004101,CP028,Maurice,FR0000000079,2024-06-28,2024-07-01,FOREX,20941.97,1.3124,15957,1.311323,1.3125,1.3119,103184,23.96,B,1,Consumer Discretionary,10.5,TR005
TRD007321,CP042,Marion S.A.R.L.,FR0000000066,2024-02-13,2024-02-15,fx,38311.59,1.2028,31852,1.201945,1.2048,1.2034,1676896,46.36,A,0,Consumer Discretionary,54.0,TR017
TRD002960,CP020,Foucher,FR0000000123,2024-06-07,2024-06-10,bond,2155059.45,100.2913,21488,100.2135,100.5568,100.3851,1696542,,AAA,1,Industrials,36.5,TR022
TRD008426,CP046,Boucher Charpentier SARL,FR0000000138,2024-06-17,2024-06-19,FI,3835973.85,95.6435,40107,95.4865,95.7311,95.6088,2703554,38.8,BB,0,Healthcare,19.2,TR022
TRD006412,CP020,Foucher,FR0000000102,2024-04-29,2024-05-01,DERIV,341178.63,27.6751,12328,27.6045,27.696,27.6502,2786880,9.51,AAA,0,Industrials,42.1,TR024
TRD003910,CP035,Hernandez SARL,FR0000000045,2024-04-22,2024-04-24,Equities,4773686.57,727.1419,6565,726.29,728.2517,727.2708,2926048,73.26,CCC,1,Industrials,39.4,TR018
TRD003254,CP008,Dufour S.A.R.L.,FR0000000034,2024-06-12,2024-06-14,equity,32274169.6,657.0073,49123,654.34,657.5723,655.9561,200371,,BBB,0,Technology,43.5,TR008
TRD003936,CP030,Marie,FR0000000026,2024-06-21,2024-06-24,Bond,1580257.89,99.8457,15827,99.6902,99.9577,99.8239,353390,24.65,A,0,Technology,55.3,TR017
TRD001213,CP014,Fouquet SA,FR0000000029,2024-06-17,2024-06-19,EQUITY,3306897.59,339.7963,9732,339.48,340.1712,339.8256,3458781,62.95,B,0,Healthcare,45.2,TR013
TRD006357,CP043,Noël S.A.R.L.,FR0000000028,2024-06-17,2024-06-19,derivative,41825.92,2.5245,16568,2.5206,2.525,2.5228,690357,38.09,A,0,Healthcare,37.3,TR023
TRD001859,CP021,Bonnet SA,FR0000000067,2024-05-29,2024-05-31,equity,10498733.27,507.9213,20670,507.29,508.5599,507.925,4578822,21.2,BB,0,Financials,55.4,TR018
TRD002919,CP047,Bernard S.A.,FR0000000085,2024-04-29,2024-05-01,Equities,29649992.03,662.0962,44782,661.02,663.5004,662.2602,4085527,79.12,B,0,Industrials,21.2,TR009
TRD007277,CP017,Bègue,FR0000000112,2024-02-19,2024-02-21,DERIV,104912.97,10.2977,10188,10.2942,10.2995,10.2968,3053346,64.28,A,0,Utilities,19.5,TR011
TRD000108,CP047,Bernard S.A.,FR0000000136,2024-05-21,2024-05-23,FX,2836.03,0.8783,3229,0.877831,0.8794,0.8786,4202871,24.08,B,0,Industrials,19.9,TR020
TRD001092,CP039,Laroche Gilbert S.A.R.L.,FR0000000031,2024-02-19,2024-02-21,DERIV,1220810.55,36.8402,33138,36.8043,36.9445,36.8744,101553,27.6,BBB,0,Utilities,74.3,TR010
TRD002032,CP042,Marion S.A.R.L.,FR0000000071,2024-01-25,2024-01-29,derivative,533986.06,19.8959,26839,19.8559,19.9251,19.8905,3201273,59.26,,0,Consumer Discretionary,59.3,TR018
TRD008393,CP030,Marie,FR0000000006,2024-02-12,2024-02-14,derivative,598695.67,19.5518,30621,19.5306,19.5543,19.5425,3064589,7.95,A,0,Technology,57.8,TR019
TRD008042,CP040,Bailly,FR0000000109,2024-05-06,2024-05-08,derivative,412528.71,10.6492,38738,10.6441,10.6525,10.6483,4593048,14.18,,1,Technology,12.0,TR014
TRD000551,CP028,Maurice,FR0000000073,2024-04-03,2024-04-05,derivative,636482.03,30.8777,20613,30.8401,30.9612,30.9006,1278900,39.86,B,0,Consumer Discretionary,11.8,TR018
TRD008287,CP004,Paul Bertin SARL,FR0000000112,2024-01-08,2024-01-10,bond,1951939.19,106.4017,18345,106.1672,106.5248,106.346,187779,65.76,,1,Healthcare,12.3,TR020
TRD005730,CP005,Duhamel,FR0000000039,2024-02-09,2024-02-12,Equity,938930.2,53.3665,17594,53.35,53.4455,53.3978,789775,79.67,BBB,0,Healthcare,75.3,TR012
TRD008536,CP019,Pelletier et Fils,FR0000000093,2024-01-22,2024-01-24,bond,3596187.51,107.474,33461,107.1916,107.6624,107.427,4493544,79.92,A,0,Real Estate,69.2,TR017
TRD002048,CP033,Dupuy,FR0000000066,2024-01-09,2024-01-11,Equity,4408320.53,417.0202,10571,416.26,417.9358,417.0979,4800062,6.13,CCC,1,Consumer Discretionary,13.3,TR008
TRD008555,CP017,Bègue,FR0000000090,2024-02-19,2024-02-21,derivative,624675.82,31.4714,19849,31.4265,31.4993,31.4629,1879758,38.35,,0,Utilities,20.4,TR019
TRD004062,CP023,Guillon Poulain et Fils,FR0000000025,2024-05-27,2024-05-29,Equity,21225991.63,439.216,48327,438.04,439.5389,438.7894,3346225,77.95,D,0,Utilities,43.2,TR013
TRD002413,CP044,Reynaud,FR0000000109,2024-04-16,2024-04-18,derivative,705870.18,30.0447,23494,30.0245,30.1501,30.0873,1768626,71.14,,0,Technology,41.4,TR002
TRD003535,CP020,Foucher,FR0000000086,2024-06-04,2024-06-06,derivative,1384784.86,33.7489,41032,33.6658,33.8224,33.7441,4706091,75.67,,0,Industrials,36.5,TR024
TRD001039,CP045,Leclerc S.A.S.,FR0000000137,2024-05-28,2024-05-30,fx,11952.41,1.3313,8978,1.329846,1.3344,1.7137,3586224,40.83,AA,0,Financials,19.8,TR013
TRD003124,CP011,Traore,FR0000000106,2024-05-06,2024-05-03,derivative,1893428.99,42.6496,44395,42.5994,42.7163,42.6578,2068476,33.79,CCC,0,Financials,34.0,TR004
TRD005196,CP011,Traore,FR0000000077,2024-01-10,2024-01-12,Equities,1519852.59,232.9276,6525,232.78,233.0065,232.8932,3539142,42.76,CCC,1,Financials,39.2,TR016
TRD001376,CP042,Marion S.A.R.L.,FR0000000009,2024-03-25,2024-03-27,Fixed Income,2904341.29,106.0443,27388,105.9104,106.0938,106.0021,4072096,37.17,A,0,Consumer Discretionary,50.8,TR024
TRD005474,CP014,Fouquet SA,FR0000000011,2024-04-15,2024-04-17,bond,2414755.31,106.3722,22701,106.1934,106.5447,106.3691,3236123,46.98,B,0,Healthcare,46.0,TR001
TRD006720,CP009,Dias Guillaume et Fils,FR0000000106,2024-06-24,2024-06-26,derivative,336923.31,14.1404,23827,14.114,14.1454,14.1297,2100443,,A,0,Utilities,57.7,TR010
TRD003031,CP038,Maréchal,FR0000000073,2024-06-24,2024-06-26,equity,1986998.27,255.8916,7765,255.32,256.115,255.7175,2766573,37.17,AA,0,Technology,35.1,TR016
TRD005914,CP024,Moreno Godard S.A.,FR0000000079,2024-01-22,2024-01-24,Derivative,567914.36,23.2485,24428,23.2429,23.2612,23.252,4296685,44.22,BB,0,Consumer Discretionary,18.3,TR002
TRD000339,CP037,Guichard Rey S.A.S.,FR0000000002,2024-04-15,2024-04-17,derivative,303565.66,9.1781,33075,9.1642,9.1897,9.1769,2171688,,BBB,0,Real Estate,46.8,TR018
TRD002867,CP039,Laroche Gilbert S.A.R.L.,FR0000000064,2024-05-07,2024-05-09,equity,166347.37,86.5491,1922,86.48,86.7853,86.6327,3089152,,BBB,0,Utilities,68.6,TR006
TRD001069,CP032,Tessier,FR0000000005,2024-06-04,2024-06-06,FOREX,50458.51,1.4952,33747,1.494191,1.4974,1.4958,4117138,27.42,A,0,Technology,23.0,TR011
TRD007562,CP003,Breton,FR0000000092,2024-06-03,2024-06-05,Foreign Exchange,12305.52,1.0471,11752,1.044475,1.0477,1.0461,1694366,36.45,A,0,Industrials,13.9,TR009
TRD001759,CP042,Marion S.A.R.L.,FR0000000065,2024-04-08,2024-04-10,bond,21972.56,112.1049,196,112.0376,112.4234,112.2305,4002591,20.98,A,0,Consumer Discretionary,54.7,TR002
TRD007575,CP042,Marion S.A.R.L.,FR0000000061,2024-06-11,2024-06-13,equity,27825522.55,710.8321,39145,712.2795,710.9818,710.3759,2855777,20.26,A,0,Consumer Discretionary,55.7,TR015
TRD000386,CP006,Moulin,FR0000000103,2024-03-11,2024-03-13,FX,49323.87,1.342,36754,1.341678,1.3431,1.3424,4717415,20.85,BBB,0,Energy,21.8,TR020
TRD006036,CP018,Moreau SA,FR0000000103,2024-04-29,2024-05-01,derivative,479117.39,48.9045,9797,48.8623,48.9322,48.8972,4421449,34.76,A,0,Healthcare,13.1,TR015
TRD001903,CP004,Paul Bertin SARL,FR0000000092,2024-02-15,2024-02-13,bond,4035826.86,98.2766,41066,98.118,98.3674,98.2427,3034287,77.39,BB,0,Healthcare,15.3,TR006
TRD003451,CP025,Pereira,FR0000000132,2024-03-26,2024-03-28,Derivatives,20908.4,9.2556,2259,9.2405,9.2682,9.2544,2352716,10.26,BBB,0,Industrials,55.5,TR015
TRD003462,CP041,Jacquot S.A.R.L.,FR0000000108,2024-05-27,2024-05-29,fx,26177.39,1.0364,25258,1.036204,1.0378,1.037,2341617,23.02,,0,Industrials,16.9,TR007
TRD007172,CP047,Bernard S.A.,FR0000000141,2024-04-05,2024-04-08,fx,18622.84,1.2351,15078,1.233573,1.2387,1.2361,3863625,7.35,B,0,Industrials,18.0,TR024
TRD003307,CP037,Guichard Rey S.A.S.,FR0000000084,2024-01-30,2024-02-01,FX,33239.73,0.8426,39449,0.840683,0.8448,0.8427,2308731,67.44,BBB,0,Real Estate,45.3,TR016
TRD003250,CP047,Bernard S.A.,FR0000000030,2024-02-23,2024-02-26,Fixed Income,3792770.11,92.7033,40913,92.669,92.7391,92.704,4810267,11.17,B,0,Industrials,18.2,TR021
TRD006233,CP021,Bonnet SA,FR0000000045,2024-01-29,2024-01-31,Equities,4482700.1,477.747,9383,476.95,478.8188,477.8844,3887478,22.11,BB,0,Financials,57.2,TR005
TRD002700,CP021,Bonnet SA,FR0000000084,2024-05-20,2024-05-22,EQUITY,12527249.25,329.1534,38059,328.79,330.0774,329.4337,575886,56.46,BB,0,Financials,52.9,TR001
TRD000675,CP034,Fabre,FR0000000002,2024-02-26,2024-02-28,fx,39177.35,1.2264,31945,1.222089,1.2281,1.2251,3120371,,CCC,1,Consumer Discretionary,21.2,TR022
TRD008094,CP002,Maillot,FR0000000093,2024-06-21,2024-06-24,Fixed Income,3726938.85,110.6212,33691,110.5515,110.7163,110.6339,1513843,30.63,A,0,Financials,37.3,TR010
TRD007993,CP012,Lacroix,FR0000000039,2024-06-06,2024-06-10,EQ,1483886.13,261.9393,5665,261.3,262.3653,261.8327,3843914,54.12,BB,0,Technology,72.3,TR011
TRD001335,CP006,Moulin,FR0000000054,2024-05-01,2024-05-03,FOREX,2834.09,0.8659,3273,0.86505,0.8692,0.8671,1330405,55.66,BBB,0,Energy,25.1,TR004
TRD005970,CP021,Bonnet SA,FR0000000004,2024-05-02,2024-05-06,equity,17275545.49,720.3847,23981,720.11,722.8555,721.4828,3749900,44.14,BB,0,Financials,50.6,TR022
TRD007732,CP008,Dufour S.A.R.L.,FR0000000041,2024-01-22,2024-01-24,bond,3497187.71,104.4966,33467,104.2865,104.694,164.7747,1719613,5.45,BBB,0,Technology,44.3,TR015
TRD007824,CP008,Dufour S.A.R.L.,FR0000000097,2024-05-15,2024-05-17,FX,58568.72,1.362,43002,1.359846,1.3626,1.3612,2369567,83.46,BBB,0,Technology,45.2,TR013
TRD007306,CP016,Gros,FR0000000095,2024-05-06,2024-05-08,EQUITY,12969595.43,711.0134,18241,709.88,711.2902,710.5851,4694552,47.25,BB,0,Healthcare,38.7,TR003
TRD004277,CP013,Berger,FR0000000120,2024-06-17,2024-06-19,EQUITY,20284157.38,506.016,40086,505.73,506.5733,506.1517,254148,47.02,AA,0,Healthcare,13.7,TR020
TRD008284,CP032,Tessier,FR0000000054,2024-02-14,2024-02-16,bond,3253424.29,104.9932,30987,104.6496,105.1662,104.9079,2070692,,A,0,Technology,25.9,TR019
TRD007907,CP028,Maurice,FR0000000086,2024-01-29,2024-01-31,FOREX,27975.76,0.9924,28190,0.988826,0.9935,0.9912,3999180,7.21,B,0,Consumer Discretionary,18.0,TR009
TRD003571,CP011,Traore,FR0000000011,2024-06-07,2024-06-10,Fixed Income,1669985.12,94.227,17723,93.9362,94.319,94.1276,687015,6.04,CCC,0,Financials,38.5,TR018
TRD006841,CP033,Dupuy,FR0000000099,2024-04-18,2024-04-22,fx,51509.71,1.1256,45762,1.125215,1.1261,1.1257,2251922,35.9,,1,Consumer Discretionary,8.2,TR015
TRD006881,CP040,Bailly,FR0000000020,2024-01-22,2024-01-24,OPT,967406.98,28.3456,34129,28.2973,28.3567,28.327,2050689,54.77,D,0,Technology,15.8,TR003
TRD005215,CP034,Fabre,FR0000000051,2024-04-30,2024-05-02,fx,14158.82,0.9643,14683,0.96387,0.9662,0.965,2755760,6.39,CCC,1,Consumer Discretionary,24.7,TR005
TRD007695,CP017,Bègue,FR0000000053,2024-02-05,2024-02-07,Foreign Exchange,18334.43,1.3512,13569,1.350776,1.3519,1.3513,2112750,13.77,A,0,Utilities,18.1,TR020
TRD002171,CP021,Bonnet SA,FR0000000031,2024-04-24,2024-04-26,Equities,14011645.5,635.9968,22031,635.08,637.166,636.123,3014719,22.92,BB,0,Financials,56.3,TR021
TRD006615,CP006,Moulin,FR0000000140,2024-01-29,2024-01-31,derivative,731174.18,19.7775,36970,19.7668,19.8624,19.8146,3657927,80.86,BBB,0,Energy,21.9,TR021
TRD000152,CP014,Fouquet SA,FR0000000126,2024-06-24,2024-06-26,Equities,6305631.83,720.8908,8747,720.63,722.4349,721.5324,3888710,46.06,B,1,Healthcare,41.9,TR022
TRD005283,CP010,Allard,FR0000000119,2024-03-20,2024-03-22,FI,1520709.86,99.7383,15247,99.6777,99.9197,99.7987,1711267,21.34,BBB,0,Financials,58.2,TR016
TRD005203,CP022,Gros Cohen SARL,FR0000000147,2024-01-03,2024-01-05,bond,1749197.18,88.4863,19768,88.3504,88.7555,88.5529,2762335,67.14,BB,0,Energy,19.6,TR004
TRD004459,CP022,Gros Cohen SARL,FR0000000108,2024-05-23,2024-05-27,BOND,2757182.32,105.5502,26122,105.5161,105.617,105.5666,3405894,10.45,BB,1,Energy,23.3,TR017
